recipe_id,name,category,cuisine,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,calories_per_serving,rating,ingredients,instructions,author,date_created,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,is_full_meal,is_lunch,is_dinner,is_sweet
404,Traditional Thai Snack,Snack,Thai,Grilling,Medium,52,84,136,5,569,4.7,"garlic, oil, salt, beef, rice, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Cody Roy,2024-09-24,False,False,True,True,False,False,False,False
405,Classic Japanese Main Course,Main Course,Japanese,Frying,Hard,12,70,82,12,539,3.0,"onion, oil, beef, fish, rice, chicken, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Joshua Roman,2024-12-18,False,False,False,True,True,True,True,True
406,Homestyle Mexican Beverage,Beverage,Mexican,Frying,Easy,46,82,128,12,408,3.3,"pepper, garlic, salt, soda, tea, juice, coffee, water, alcohol, onions, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Megan Ramirez,2023-10-25,True,True,True,True,False,False,False,False
407,Mediterranean Salad,Salad,Mediterranean,Baking,Hard,44,77,121,9,511,4.5,"oil, onion, tomatoes, cucumbers, lettuce, cheese, dressing, nuts, bell peppers, mushrooms",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jill Wilson,2024-02-03,True,False,True,True,False,True,True,False
408,Greek Salad,Salad,Greek,Raw,Hard,17,66,83,3,760,4.3,"salt, butter, dressing, cucumbers, tomatoes, nuts, lettuce, cheese, potatoes, onions, spices, herbs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Cindy Knox,2024-07-05,True,True,False,False,True,True,True,False
409,Japanese Breakfast,Breakfast,Japanese,Raw,Hard,30,132,162,12,654,4.7,"oil, butter, onion, cereal, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Christopher Evans,2025-06-02,True,False,False,True,False,True,False,False
410,Traditional Vietnamese Main Course,Main Course,Vietnamese,Grilling,Easy,28,164,192,9,793,3.1,"garlic, pepper, onion, beef, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Patrick Tucker,2024-07-23,False,True,True,False,True,True,True,False
411,Traditional Japanese Beverage,Beverage,Japanese,Baking,Medium,15,68,83,2,654,3.6,"pepper, salt, tea, water, soda, coffee, alcohol, juice, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Walter Gonzalez,2024-05-08,True,False,True,False,True,True,False,True
412,Classic Greek Main Course,Main Course,Greek,Slow Cooking,Easy,29,93,122,10,609,3.3,"pepper, pasta, fish, beef, rice, chicken, vegetables, carrots, onions",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Stephanie Harris,2024-12-21,False,True,False,True,True,True,True,False
413,Mediterranean Dinner,Dinner,Mediterranean,Grilling,Hard,12,14,26,7,597,3.4,"oil, salt, vegetables, rice, chicken, fish, pasta, beef, potatoes, carrots, herbs, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jack Jackson,2025-07-02,False,False,True,True,True,True,True,False
414,Authentic Indian Snack,Snack,Indian,Roasting,Medium,23,64,87,8,313,3.5,"onion, vegetables, pasta, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,David Martinez,2024-05-13,False,True,True,True,False,False,True,True
415,Traditional Japanese Snack,Snack,Japanese,Microwaving,Hard,50,164,214,4,350,4.9,"butter, oil, pasta, fish, beef, rice, vegetables, chicken, carrots, potatoes, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jimmy Best,2024-10-02,False,True,False,False,False,False,False,False
416,Italian Snack,Snack,Italian,Baking,Medium,6,55,61,3,768,4.4,"oil, pepper, beef, rice, fish, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michelle Hoover,2024-11-30,True,False,True,True,True,True,False,True
417,Middle Eastern Dinner,Dinner,Middle Eastern,Grilling,Hard,37,31,68,3,578,3.0,"garlic, butter, pasta, beef, rice, vegetables, chicken, fish, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert Owens,2024-07-20,True,True,False,True,True,False,True,True
418,Traditional Japanese Breakfast,Breakfast,Japanese,Steaming,Easy,34,19,53,8,609,3.9,"garlic, salt, fruits",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Stephanie Kelley,2023-11-21,False,False,True,True,True,True,True,True
419,Traditional Italian Appetizer,Appetizer,Italian,Roasting,Hard,45,54,99,2,336,4.3,"salt, oil, onion, crackers, nuts, bread, cheese, olives, dips",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kayla Hampton,2024-03-07,False,True,False,True,False,True,True,False
420,Japanese Lunch,Lunch,Japanese,Boiling,Hard,40,127,167,9,331,3.4,"garlic, salt, butter, rice, chicken, beef, pasta, vegetables, fish, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tonya Monroe,2025-08-29,True,True,True,True,True,True,False,False
421,Indian Main Course,Main Course,Indian,Sautéing,Medium,23,90,113,10,396,3.1,"garlic, onion, butter, rice, vegetables, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Andrea Glass,2024-08-28,True,False,False,True,False,True,True,False
422,Homestyle Greek Beverage,Beverage,Greek,Steaming,Hard,10,43,53,9,497,3.0,"garlic, water, tea, soda, coffee, juice, alcohol",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using steaming method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tyler Santos,2025-01-29,True,True,False,False,False,True,True,True
423,Homestyle Chinese Dinner,Dinner,Chinese,Microwaving,Hard,7,142,149,10,574,4.7,"onion, vegetables, fish, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,John Campbell,2025-02-10,True,True,True,True,True,False,True,False
424,Authentic Thai Breakfast,Breakfast,Thai,Baking,Medium,35,155,190,9,777,4.7,"salt, oil, eggs, toast",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sarah Garner,2024-11-20,False,False,False,True,False,True,True,False
425,Traditional French Soup,Soup,French,Microwaving,Hard,33,91,124,4,628,4.9,"oil, onion, beans, herbs, broth",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Elizabeth Terrell,2024-04-02,False,True,True,False,False,True,True,False
426,Homestyle Middle Eastern Snack,Snack,Middle Eastern,Sautéing,Hard,59,177,236,12,711,3.6,"oil, garlic, onion, fish, beef, rice, pasta, vegetables, chicken",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Edward Cook,2025-04-17,True,False,True,False,False,True,False,False
427,Korean Breakfast,Breakfast,Korean,Sautéing,Hard,33,152,185,4,322,3.9,"salt, butter, bacon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mia Mitchell,2023-10-04,False,True,False,False,True,False,True,False
428,Homestyle American Main Course,Main Course,American,Raw,Easy,24,67,91,1,268,3.6,"pepper, butter, garlic, rice, vegetables, chicken, pasta, beef, fish, lime, tomatoes, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Alex Smith,2024-12-05,False,False,True,True,True,True,True,True
429,Italian Soup,Soup,Italian,Microwaving,Easy,54,17,71,10,317,4.4,"onion, butter, pepper, broth",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Rebecca Boone,2024-07-20,False,True,True,True,True,True,True,False
430,Classic Chinese Appetizer,Appetizer,Chinese,Frying,Medium,11,87,98,5,255,4.6,"pepper, butter, salt, dips, cheese, olives, bread",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Wendy Soto,2024-08-01,True,False,False,True,True,True,True,False
431,Classic Spanish Beverage,Beverage,Spanish,Raw,Hard,10,172,182,2,453,3.1,"oil, onion, coffee, alcohol, water, soda, tea, juice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Charlotte Pena,2024-06-10,False,True,False,False,True,True,False,False
432,Middle Eastern Salad,Salad,Middle Eastern,Roasting,Medium,19,141,160,11,580,3.1,"garlic, cheese, cucumbers, tomatoes, lettuce, dressing, nuts, spices, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Laurie Lewis,2024-01-22,False,True,True,False,False,True,False,False
433,Japanese Salad,Salad,Japanese,Sautéing,Easy,27,153,180,9,432,3.1,"garlic, cucumbers, cheese, nuts, tomatoes, dressing, lettuce, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jasmin Le,2024-01-16,True,False,False,False,False,True,True,False
434,Classic Spanish Dinner,Dinner,Spanish,Grilling,Hard,53,52,105,12,748,4.8,"onion, vegetables, fish, beef",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Samantha Allison,2024-10-01,True,True,False,True,False,True,True,False
435,Classic Italian Soup,Soup,Italian,Sautéing,Medium,50,87,137,4,184,4.5,"butter, oil, salt, vegetables, beans, herbs, broth, grains, meat, lime, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jason Thomas,2024-09-16,True,True,False,True,False,True,True,False
436,Homestyle Chinese Dinner,Dinner,Chinese,Frying,Hard,32,68,100,2,502,4.2,"butter, garlic, fish, beef, rice, pasta, vegetables, chicken, onions, bell peppers, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ashley Malone,2024-06-05,False,True,False,True,True,False,True,True
437,French Soup,Soup,French,Slow Cooking,Easy,53,53,106,9,360,4.9,"pepper, salt, onion",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Brian Deleon,2024-11-06,True,True,False,False,False,True,True,False
438,Homestyle Thai Beverage,Beverage,Thai,Boiling,Hard,49,53,102,1,325,3.2,"butter, juice, soda, water",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Todd Boyd,2025-05-21,True,False,True,True,True,True,False,False
439,Authentic Italian Dessert,Dessert,Italian,Roasting,Hard,15,121,136,9,237,3.2,"butter, fruits, chocolate, flour, sugar, cream, eggs, lemon, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jennifer Brown,2024-11-07,False,True,True,True,True,True,False,True
440,Classic Japanese Dessert,Dessert,Japanese,Sautéing,Medium,43,80,123,2,159,3.1,"butter, salt, flour, sugar, cream, fruits, chocolate, eggs",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lauren Miles,2024-10-28,False,True,False,True,True,False,False,True
441,Authentic Mexican Beverage,Beverage,Mexican,Baking,Medium,34,53,87,1,398,3.4,"pepper, oil, alcohol",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Mr. Billy Weiss,2025-05-28,False,False,False,False,True,False,True,False
442,Authentic Japanese Dessert,Dessert,Japanese,Microwaving,Medium,53,160,213,12,479,4.5,"garlic, pepper, sugar, flour, cream, fruits, eggs, chocolate, potatoes, carrots",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lisa Martin,2024-08-25,True,False,True,False,True,False,True,True
443,Classic American Dinner,Dinner,American,Baking,Easy,40,130,170,5,700,4.4,"salt, onion, garlic, pasta, rice, fish, chicken, beef, vegetables, lime, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Michele Holloway,2024-11-15,True,False,False,False,True,True,True,False
444,Traditional Middle Eastern Beverage,Beverage,Middle Eastern,Frying,Medium,5,140,145,11,167,3.2,"oil, water, alcohol, soda, tea, coffee",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using frying method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Caitlin Wolf,2024-11-15,False,False,False,False,False,False,True,True
445,Traditional Greek Appetizer,Appetizer,Greek,Boiling,Hard,10,127,137,5,312,3.5,"oil, crackers, dips, cheese",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Diana Douglas,2024-05-18,True,True,True,False,False,True,True,False
446,Homestyle Mexican Main Course,Main Course,Mexican,Sautéing,Easy,60,20,80,4,729,3.1,"salt, rice, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tony Phillips,2024-02-03,True,True,False,True,True,True,True,False
447,Homestyle Vietnamese Appetizer,Appetizer,Vietnamese,Slow Cooking,Easy,45,45,90,11,770,3.5,"salt, oil, pepper, crackers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jason Munoz,2025-08-26,True,True,False,False,False,True,True,False
448,Homestyle Vietnamese Soup,Soup,Vietnamese,Grilling,Medium,16,119,135,12,310,4.1,"pepper, broth, vegetables, herbs, beans, grains, meat",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sandra Mckee,2025-07-13,True,True,True,False,False,True,True,False
449,Homestyle Spanish Snack,Snack,Spanish,Grilling,Easy,42,86,128,9,350,4.0,"onion, pasta, rice, beef, fish, chicken, vegetables, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Miguel Farmer,2024-08-07,False,False,True,False,False,True,False,True
450,Vietnamese Breakfast,Breakfast,Vietnamese,Grilling,Easy,26,142,168,2,356,4.8,"butter, pepper, garlic, fruits, cereal, milk, eggs, toast",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Ashley Wright,2023-12-28,True,True,False,True,True,False,False,True
451,Traditional Korean Main Course,Main Course,Korean,Boiling,Medium,25,64,89,8,295,4.3,"oil, onion, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kayla Little,2024-09-01,True,False,False,True,True,True,True,False
452,Traditional Thai Beverage,Beverage,Thai,Baking,Hard,53,169,222,2,425,3.2,"garlic, butter, alcohol, tea, water, juice",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Benjamin Bryan,2025-07-05,True,True,False,False,False,False,True,False
453,Homestyle Italian Dinner,Dinner,Italian,Microwaving,Hard,44,31,75,5,376,4.1,"pepper, fish, rice, pasta, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sandra Foley,2025-01-08,False,False,True,False,True,False,True,False
454,Italian Main Course,Main Course,Italian,Raw,Medium,35,25,60,1,618,4.1,"butter, oil, onion, vegetables, rice, fish, chicken, beef, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using raw method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Omar Carter,2025-09-12,False,False,False,True,True,True,True,False
455,Middle Eastern Lunch,Lunch,Middle Eastern,Baking,Medium,13,156,169,7,761,3.5,"salt, onion, chicken, pasta, vegetables, rice, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kathleen Cook,2024-12-23,True,False,False,False,False,True,False,False
456,Classic Italian Soup,Soup,Italian,Microwaving,Medium,48,15,63,5,710,4.2,"onion, oil, pepper, grains, meat, herbs, vegetables, beans, broth, bell peppers",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Julia Morris,2025-04-26,False,True,True,False,False,True,True,False
457,Authentic American Appetizer,Appetizer,American,Sautéing,Hard,35,101,136,7,779,3.1,"pepper, bread, dips",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Karen Gonzalez,2023-11-27,False,False,False,True,False,True,True,False
458,Authentic Korean Main Course,Main Course,Korean,Grilling,Easy,23,122,145,11,736,4.7,"onion, vegetables, rice, chicken, fish, pasta, beef, spices, lemon, spinach",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using grilling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Alisha Brooks,2024-09-30,True,False,False,True,True,True,True,False
459,Classic Japanese Lunch,Lunch,Japanese,Slow Cooking,Medium,60,157,217,5,574,3.6,"salt, rice, beef, chicken, vegetables, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Tracey Gallegos,2025-02-14,True,False,False,True,True,True,True,False
460,Classic Thai Soup,Soup,Thai,Roasting,Hard,34,120,154,9,392,4.6,"salt, meat, broth, vegetables, herbs, grains, beans",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Linda Green,2024-05-25,True,True,True,True,False,True,True,False
461,Chinese Snack,Snack,Chinese,Boiling,Hard,27,122,149,2,505,3.3,"pepper, oil, butter",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sheena Holmes,2024-05-02,True,False,False,True,True,False,True,True
462,Classic Mediterranean Appetizer,Appetizer,Mediterranean,Microwaving,Medium,47,62,109,5,481,3.1,"pepper, salt, dips, nuts, cheese, bread, olives, crackers, bell peppers, spices",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Derrick Day,2024-02-20,False,False,False,True,False,True,True,False
463,Homestyle French Lunch,Lunch,French,Baking,Easy,15,158,173,4,167,3.3,"pepper, oil, salt, fish",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using baking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Robert Smith,2024-02-01,True,False,False,True,True,True,False,False
464,Japanese Main Course,Main Course,Japanese,Sautéing,Hard,20,91,111,11,465,4.1,"garlic, butter, rice, fish, vegetables",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Sheri Evans,2024-01-09,False,True,False,False,True,True,True,True
465,Homestyle Italian Snack,Snack,Italian,Boiling,Easy,40,119,159,1,223,4.5,"oil, butter, vegetables, chicken, beef, fish, rice, pasta, bell peppers, herbs, mushrooms, lime",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using boiling method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Jason Donaldson,2024-11-04,False,True,True,True,False,False,False,False
466,Homestyle Mexican Soup,Soup,Mexican,Slow Cooking,Easy,45,66,111,4,356,3.7,"garlic, oil, herbs, vegetables, grains",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Maria Chandler,2025-02-12,True,False,True,False,False,True,True,False
467,Homestyle Middle Eastern Dinner,Dinner,Middle Eastern,Slow Cooking,Medium,40,137,177,5,408,4.7,"oil, pepper, butter, beef, pasta, vegetables, fish, chicken, rice, spices, lemon",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using slow cooking method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Kevin Hancock,2024-02-13,False,False,False,False,True,True,True,True
468,Korean Salad,Salad,Korean,Roasting,Hard,44,170,214,10,741,4.9,"garlic, cheese, cucumbers, nuts",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using roasting method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Lauren Rivers,2024-08-31,True,True,True,False,False,True,True,False
469,French Main Course,Main Course,French,Microwaving,Medium,9,14,23,10,202,4.1,"salt, beef, vegetables, chicken, rice, fish, pasta",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Sauté vegetables until tender but still crisp. Rinse rice and cook with appropriate liquid ratio. Boil water and cook pasta according to package directions. Cook using microwaving method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Emma Cox,2024-04-21,True,False,False,False,True,True,True,False
470,Classic Italian Beverage,Beverage,Italian,Sautéing,Hard,55,168,223,7,157,3.4,"salt, butter, garlic, tea",Prepare all ingredients by washing and chopping as needed. Season the main ingredients with salt and pepper. Cook using sautéing method for optimal flavor. Taste and adjust seasoning as needed. Garnish and serve immediately.,Thomas Burke,2024-12-13,False,False,True,False,False,True,False,False
